appid,name,banner,woke,description
763930,"Tally Ho","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/763930/header_292x136.jpg?t=1680675351",-1,"Contains overtly pro-LGBTQ+ messaging. Multiple LGBTQ+ player character options including non-binary, gay, bi, or poly."
1010970,"Dead Wishes","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1010970/header_292x136.jpg?t=1565553420",-1,"Contains overtly pro-LGBTQ+ messaging. The player character uses they/them pronouns. LGBTQ+ 
romance options."
614570,"Dishonored®: Death of the Outsider™","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/614570/header_292x136.jpg?t=1705940058",0,"Contains subtly pro-LGBTQ+. An audiograph reveals the player character is bisexual and previously had a lesbian lover."
403640,"Dishonored 2","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/403640/header_292x136.jpg?t=1726161101",-1,"Contains overtly pro-LGBTQ+ messaging. Multiple LGBTQ+ characters including one who is trans."
205100,"Dishonored","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/205100/header_292x136.jpg?t=1726161156",0,"Contains subtly pro-DEI messaging. The dlcs inject females into various groups for the sake of diversity. See the link for developer comments."
485460,"The Banner Saga 3","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/485460/header_292x136.jpg?t=1642181012",1,"Contains no Woke content."
281640,"The Banner Saga 2","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/281640/header_292x136.jpg?t=1642180902",1,"Contains no Woke content."
237990,"The Banner Saga","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/237990/header_292x136.jpg?t=1650912084",1,"Contains no Woke content."
211205,"Phantasy Star IV: The End of the Millennium","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/211205/header_292x136.jpg?t=1549028553",1,"Contains no Woke content."
211204,"Phantasy Star III: Generations of Doom","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/211204/header_292x136.jpg?t=1549028550",1,"Contains no Woke content."
211203,"Phantasy Star II","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/211203/header_292x136.jpg?t=1549028548",0,"Contains subtly pro-LGBTQ+ content. In the Japanese version, the minor npc Ustvestia comments on male characters looking cute and charges half as much for his services compared to female characters."
1425760,"Pulling No Punches","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1425760/header_292x136.jpg?t=1684044185",-1,"Contains overtly anti-free speech messaging. Heavy social commentary. Propagates false information about the efficacy of wearing paper masks to prevent the spread of aerosolized, oil-capsid virions."
214950,"Total War: ROME II - Emperor Edition","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/214950/header_292x136.jpg?t=1689855991",-1,"Contains overtly pro-DEI messaging. Historically inaccurate female generals/combatants. More information at the link below."
2645580,"Free Stars: The Ur-Quan Masters","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2645580/header_292x136.jpg?t=1715228585",1,"Contains no Woke content."
1343370,"Old School RuneScape","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1343370/header_292x136.jpg?t=1702553709",-1,"Contains overtly pro-LGBTQ+ messaging. There is a Pride Event which features LGBTQ+ characters and a Pride march. Uses body type A and B in place of male/female. Pronoun selection including they/them."
812140,"Assassin's Creed® Odyssey","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/812140/header_292x136.jpg?t=1692034673",-1,"Contains overtly pro-DEI messaging. Female player character shoehorned in despite historical inaccuracy. See the link for the developer's comments on this matter."
39510,"Gothic II: Gold Edition","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/39510/header_292x136.jpg?t=1725003132",1,"Contains no Woke content."
453910,"Love is Dead","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/453910/header_292x136.jpg?t=1594762534",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection including an option for they/them."
948740,"AI: The Somnium Files","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/948740/header_292x136.jpg?t=1715701144",-1,"Contains overtly pro-LGBTQ+ messaging. Features multiple LGBTQ+ characters. The npc Mama identifies as gender neutral and uses she/her pronouns despite being born male."
974910,"Magical Diary: Wolf Hall","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/974910/header_292x136.jpg?t=1666992449",-1,"Contains overtly pro-LGBTQ+ messaging. Homosexual romance options. The npc Blaise is non-binary and says 'I don’t prefer either. They’re both me.'"
910630,"Arcade Spirits","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/910630/header_292x136.jpg?t=1725888864",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection including they/them. The npc Ashley says: 'I don’t see myself as 100% woman nor 100% man…It’s not as simple as man or woman, male or female.'"
38410,"Fallout 2: A Post Nuclear Role Playing Game","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/38410/header_292x136.jpg?t=1572025546",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options. Whether the player character is male or female, the npcs Davin and Miria can be romanced and married."
987840,"Expeditions: Rome","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/987840/header_292x136.jpg?t=1725000985",-1,"Contains overtly pro-DEI messaging. Historically inaccurate female combatants. Bestia is also improbable. The Roman Republic was not known for freeing slaves/gladiators. Females did not fight males."
530320,"Wandersong","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/530320/header_292x136.jpg?t=1695827694",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is non-binary and goes by any pronouns (see link below). The npc Ash is non-binary and uses they/them pronouns."
421170,"Indivisible","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/421170/header_292x136.jpg?t=1677520885",-1,"Contains overtly pro-LGBTQ+ messaging. The npc Ginseng is non-binary and uses they/them pronouns."
1018850,"Smile For Me","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1018850/header_292x136.jpg?t=1720810026",-1,"Contains overtly pro-LGBTQ+ messaging. The npc Tim Tam is non-binary and uses they/them pronouns."
322330,"Don't Starve Together","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/322330/header_292x136_alt_assets_46.jpg?t=1726163258",-1,"Contains overtly pro-LGBTQ+ messaging. The character WX-78 is non-binary, uses they/them pronouns, and uses the honorific Mx. WX-78 was not originally designed non-binary but changed due to feedback."
219740,"Don't Starve","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/219740/header_292x136.jpg?t=1720817200",-1,"Contains overtly pro-LGBTQ+ messaging. The character WX-78 is non-binary, uses they/them pronouns, and uses the honorific Mx. WX-78 was not originally designed non-binary but changed due to feedback."
787970,"miraclr - Divine Dating Sim","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/787970/header_292x136.jpg?t=1624045532",-1,"Contains overtly pro-LGBTQ+ messaging. Non-binary player character option. Homosexual romance options."
899470,"Chook & Sosig: Walk the Plank","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/899470/header_292x136.jpg?t=1565224765",-1,"Contains overtly pro-LGBTQ+ messaging. The character Sosig is non-binary and uses they/them pronouns."
730050,"Verdant Skies","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/730050/header_292x136.jpg?t=1576620053",-1,"Contains overtly pro-DEI messaging. Contains overtly pro-LGBTQ+ messaging. The first npc you meet is a blind WOC whose description talks about overcoming disability. Non-binary npcs that use they/them"
251470,"TowerFall Ascension","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/251470/header_292x136.jpg?t=1715114308",-1,"Contains overtly pro-LGBTQ+ messaging. Contains overtly pro-DEI messaging. The prancing puppet is non-binary and uses they/them pronouns. The blue archer alternate is based on Anita Sarkeesian."
250900,"The Binding of Isaac: Rebirth","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/250900/header_292x136.jpg?t=1722458438",0,"Contains subtly pro-LGBTQ+ messaging. One of the game's designers has described the playable character Eden as being neither a man nor a woman. Eden can have male or female hairstyles."
833040,"Hiveswap Friendsim","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/833040/header_292x136.jpg?t=1726130219",-1,"Contains overtly pro-LGBTQ+ messaging. No distinction between a male or female player character. Features multiple non-binary characters that use they/them pronouns."
1181840,"HIVESWAP: ACT 2","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1181840/header_292x136.jpg?t=1678770742",-1,"Contains overtly pro-LGBTQ+ messaging. Features multiple non-binary characters that use they/them pronouns."
623940,"HIVESWAP: ACT 1","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/623940/header_292x136.jpg?t=1623696220",-1,"Contains overtly pro-LGBTQ+ messaging. Features multiple non-binary characters that use they/them pronouns."
1379560,"Steven Universe: Unleash the Light","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1379560/header_292x136.jpg?t=1704498867",-1,"Contains overtly pro-LGBTQ+ messaging. The fusion mechanic allows male-female fusions such as Smoky Quartz, who is non-binary and uses they/them pronouns."
821890,"Steven Universe: Save the Light","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/821890/header_292x136.jpg?t=1704498797",-1,"Contains overtly pro-LGBTQ+ messaging. The fusion mechanic allows male-female fusions such as Stevonnie, who is non-binary and uses they/them pronouns."
587620,"Okami HD","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/587620/header_292x136.jpg?t=1700453163",0,"Contains subtly pro-LGBTQ+ messaging. Despite the fact the Shinto entity the player character is based on is a Goddess, the PS2 game manual says Amaterasu was deliberately written to be genderless."
1328670,"Mass Effect™ Legendary Edition","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1328670/header_292x136.jpg?t=1725576882",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options."
1238000,"Mass Effect™: Andromeda Deluxe Edition","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1238000/header_292x136.jpg?t=1661437203",-1,"Contains overtly pro-LGBTQ+ messaging. The npc Hainly Abrams is trans. Homosexual romance options. The Asari have been retconned and now go by a variety of pronouns."
1238020,"Mass Effect™ 3 N7 Digital Deluxe Edition (2012)","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1238020/header_292x136.jpg?t=1683275829",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options."
2362420,"Mass Effect 2 (2010) Edition","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2362420/header_292x136.jpg?t=1708017054",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options."
17460,"Mass Effect (2007)","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/17460/header_292x136.jpg?t=1684225163",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options."
310950,"Street Fighter V","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/310950/header_292x136.jpg?t=1705467952",0,"Contains subtly pro-LGBTQ+ messaging. The character Seth has a feminine appearance in this game but retains his male voice and still uses male pronouns."
606280,"Darksiders III","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/606280/header_292x136.jpg?t=1725285714",-1,"Contains overtly pro-LGBTQ+ messaging. The npc Lust has an androgynous appearance and is referred to using they/them pronouns. This character's voice is also not distinctly male or female."
70300,"VVVVVV","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/70300/header_292x136.jpg?t=1704968437",0,"Contains subtly pro-LGBTQ+ messaging. According to the creator, the player character has an intentionally ambiguous gender and uses they/them pronouns."
1076550,"SAMURAI SHODOWN V SPECIAL / サムライスピリッツ零スペシャル","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1076550/header_292x136.jpg?t=1580721821",-1,"Contains overtly pro-LGBTQ+ messaging. The boss character Yumeji is non-binary and uses they/them pronouns in English or gender neutral language in Japanese."
790820,"Valkyria Chronicles 4 Complete Edition","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/790820/header_292x136.jpg?t=1722504577",-1,"Contains overtly pro-LGBTQ+ messaging. The character Rosetta is non-binary and uses they/them pronouns."
1247020,"Lovingly Evil","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1247020/header_292x136.jpg?t=1611143645",-1,"Contains overtly pro-LGBTQ+ messaging. No distinction between male and female during character creation. Pronoun selection including an option for they/them. Homosexual romance options."
738270,"Ciel Fledge: A Daughter Raising Simulator","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/738270/header_292x136.jpg?t=1725891213",-1,"Contains overtly pro-LGBTQ+ messaging. Option to have the honorifix Mx. Multiple non-binary characters."
